http://www.imooc.com/code/8818,code,8818,54,222.222.30.66,新疆,2016-11-10 00:01:04
http://www.imooc.com/video/8199,video,8199,2195,106.37.127.231,河南,2016-11-10 00:01:04
http://www.imooc.com/code/5442,code,5442,54,113.133.48.222,山东,2016-11-10 00:01:04
http://www.imooc.com/video/5219,video,5219,54,171.216.125.79,山东,2016-11-10 00:01:04
http://www.imooc.com/ceping/2790,ceping,0,67,222.131.22.52,北京,2016-11-10 00:01:04
http://www.imooc.com/video/2858,video,2858,6589,115.193.172.253,山东,2016-11-10 00:01:04
http://www.imooc.com/video/8199,video,8199,349,106.37.127.231,河北,2016-11-10 00:01:04
http://www.imooc.com/code/1010,code,1010,67,120.85.248.153,江苏,2016-11-10 00:01:05
http://coding.imooc.com/lesson/51.html,,0,0,123.57.117.70,广东,2016-11-10 00:01:05
http://www.imooc.com/ceping/8148,ceping,0,6784,117.173.0.113,江西,2016-11-10 00:01:05
http://www.imooc.com/u/1369610,u,0,10264,222.131.22.52,广东,2016-11-10 00:01:05
http://www.imooc.com/video/8995,video,8995,54,182.100.18.242,北京,2016-11-10 00:01:05
http://www.imooc.com/video/10897,video,10897,54,125.122.198.123,河南,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,4468,123.57.117.75,江西,2016-11-10 00:01:05
http://www.imooc.com/article/11325,article,11325,5994,199.30.25.88,河南,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,2961,115.193.172.253,新疆,2016-11-10 00:01:05
http://www.imooc.com/video/3244,video,3244,7226,119.122.183.89,河北,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,2955,222.131.22.52,上海,2016-11-10 00:01:05
http://www.imooc.com/,,0,1632,120.197.199.74,广东,2016-11-10 00:01:05
http://www.imooc.com/video/10936,video,10936,68,140.207.97.98,北京,2016-11-10 00:01:05
http://www.imooc.com/video/953,video,953,67,183.128.164.83,山东,2016-11-10 00:01:05
http://www.imooc.com/video/8199,video,8199,1355,106.37.127.231,山东,2016-11-10 00:01:05
http://www.imooc.com/code/401,code,401,54,124.205.53.178,江西,2016-11-10 00:01:05
http://www.imooc.com/video/1034,video,1034,54,116.23.248.47,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/6843,video,6843,54,111.112.84.51,北京,2016-11-10 00:01:05
http://www.imooc.com/code/2023,code,2023,67,110.184.240.39,江苏,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,310,222.131.22.52,西藏,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,362,115.193.172.253,西藏,2016-11-10 00:01:05
http://www.imooc.com/video/8199,video,8199,72,106.37.127.231,上海,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,66,222.131.22.52,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/353,video,353,68,117.135.159.4,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/8135,video,8135,2956,117.173.0.113,新疆,2016-11-10 00:01:05
http://www.imooc.com/video/9815,video,9815,54,211.162.33.107,山东,2016-11-10 00:01:05
http://www.imooc.com/code/472,code,472,68,101.231.51.241,广东,2016-11-10 00:01:05
http://www.imooc.com/video/8199,video,8199,74,106.37.127.231,西藏,2016-11-10 00:01:05
http://www.imooc.com/video/9661,video,9661,54,116.23.155.253,上海,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,85,222.131.22.52,新疆,2016-11-10 00:01:05
http://www.imooc.com/code/293,code,293,54,120.239.139.229,广东,2016-11-10 00:01:05
http://www.imooc.com/video/8199,video,8199,66,106.37.127.231,上海,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,1482,222.131.22.52,广东,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,945,115.193.172.253,西藏,2016-11-10 00:01:05
http://www.imooc.com/code/3501,code,3501,68,171.212.136.239,广东,2016-11-10 00:01:05
http://www.imooc.com/video/9593,video,9593,54,112.65.57.88,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/8135,video,8135,348,117.173.0.113,河北,2016-11-10 00:01:05
http://www.imooc.com/video/5682,video,5682,67,58.20.14.170,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/9832,video,9832,67,113.139.190.95,西藏,2016-11-10 00:01:05
http://coding.imooc.com/lesson/71.html,,0,0,123.57.117.73,广东,2016-11-10 00:01:05
http://www.imooc.com/video/3244,video,3244,7226,119.122.183.89,北京,2016-11-10 00:01:05
http://www.imooc.com/video/243,video,243,54,125.122.2.73,山东,2016-11-10 00:01:05
http://www.imooc.com/video/8199,video,8199,306,106.37.127.231,新疆,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,996,222.131.22.52,河南,2016-11-10 00:01:05
http://www.imooc.com/video/8135,video,8135,66,117.173.0.113,山东,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,2345,115.193.172.253,江苏,2016-11-10 00:01:05
http://www.imooc.com/code/2023,code,2023,11197,110.184.240.39,江苏,2016-11-10 00:01:05
http://www.imooc.com/code/5150,code,5150,54,115.33.24.90,西藏,2016-11-10 00:01:05
http://www.imooc.com/video/678,video,678,72,14.145.74.175,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,221,115.193.172.253,新疆,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,4042,115.193.172.253,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/8199,video,8199,3427,106.37.127.231,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/7707,video,7707,54,122.206.190.75,上海,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,66,115.193.172.253,西藏,2016-11-10 00:01:05
http://www.imooc.com/video/11786,video,11786,54,110.65.101.188,山东,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,53,222.131.22.52,山东,2016-11-10 00:01:05
http://www.imooc.com/video/5682,video,5682,6417,58.20.14.170,西藏,2016-11-10 00:01:05
http://www.imooc.com/code/5303,code,5303,54,124.89.2.198,新疆,2016-11-10 00:01:05
http://www.imooc.com/video/2212,video,2212,54,1.194.187.2,新疆,2016-11-10 00:01:05
http://www.imooc.com/video/4320,video,4320,54,119.124.164.57,河北,2016-11-10 00:01:05
http://www.imooc.com/video/8199,video,8199,3280,106.37.127.231,上海,2016-11-10 00:01:05
http://www.imooc.com/learn/124,learn,124,4186,222.131.22.52,山东,2016-11-10 00:01:05
http://www.imooc.com/video/5683,video,5683,2957,58.20.14.170,北京,2016-11-10 00:01:05
http://www.imooc.com/video/2139,video,2139,67,223.72.89.88,河北,2016-11-10 00:01:05
http://www.imooc.com/video/8135,video,8135,1161,117.173.0.113,江苏,2016-11-10 00:01:05
http://www.imooc.com/video/3078,video,3078,1801,115.193.172.253,新疆,2016-11-10 00:01:06
http://www.imooc.com/code/2986,code,2986,67,182.85.221.106,广东,2016-11-10 00:01:06
http://www.imooc.com/video/8837,video,8837,6398,122.234.60.39,上海,2016-11-10 00:01:06
http://www.imooc.com/video/8135,video,8135,4882,117.173.0.113,新疆,2016-11-10 00:01:06
http://www.imooc.com/video/3078,video,3078,362,115.193.172.253,上海,2016-11-10 00:01:06
http://www.imooc.com/video/8199,video,8199,302,106.37.127.231,上海,2016-11-10 00:01:06
http://www.imooc.com/video/8135,video,8135,16776,117.173.0.113,江西,2016-11-10 00:01:06
http://www.imooc.com/code/2038,code,2038,2959,110.184.240.39,河南,2016-11-10 00:01:06
http://www.imooc.com/qadetail/178220,qadetail,0,4468,101.200.101.213,西藏,2016-11-10 00:01:06
http://www.imooc.com/qadetail/178220,qadetail,0,2958,122.234.60.39,西藏,2016-11-10 00:01:06
http://www.imooc.com/qa/96/t/1?page=1,qa,0,10576,58.19.44.221,上海,2016-11-10 00:01:06
http://coding.imooc.com/lesson/71.html,,0,0,123.57.117.70,西藏,2016-11-10 00:01:06
http://www.imooc.com/video/3078,video,3078,72,115.193.172.253,上海,2016-11-10 00:01:06
http://www.imooc.com/qadetail/178220,qadetail,0,361,122.234.60.39,西藏,2016-11-10 00:01:06
http://www.imooc.com/video/9886,video,9886,54,14.154.180.16,上海,2016-11-10 00:01:06
http://www.imooc.com/code/5206,code,5206,54,110.185.243.205,山东,2016-11-10 00:01:06
http://www.imooc.com/video/5914,video,5914,54,49.4.156.97,新疆,2016-11-10 00:01:06
http://www.imooc.com/code/1963,code,1963,54,115.200.76.104,西藏,2016-11-10 00:01:06
http://www.imooc.com/video/828,video,828,54,101.81.50.177,西藏,2016-11-10 00:01:06
http://www.imooc.com/code/2888,code,2888,54,113.200.58.76,广东,2016-11-10 00:01:06
http://www.imooc.com/code/2023,code,2023,54,122.14.47.202,广东,2016-11-10 00:01:06
http://www.imooc.com/code/1482,code,1482,54,115.34.189.51,西藏,2016-11-10 00:01:06
http://www.imooc.com/code/1585,code,1585,54,123.150.244.194,河北,2016-11-10 00:01:06
http://www.imooc.com/code/5303,code,5303,54,218.70.255.245,河北,2016-11-10 00:01:06
http://www.imooc.com/video/9101,video,9101,54,223.104.25.65,西藏,2016-11-10 00:01:06
http://www.imooc.com/video/5683,video,5683,347,58.20.14.170,河北,2016-11-10 00:01:06
http://www.imooc.com/video/8135,video,8135,305,117.173.0.113,山东,2016-11-10 00:01:06
http://www.imooc.com/qadetail/178220,qadetail,0,66,122.234.60.39,江西,2016-11-10 00:01:06
http://www.imooc.com/video/6711,video,6711,54,116.22.196.231,上海,2016-11-10 00:01:06
http://www.imooc.com/video/5683,video,5683,66,58.20.14.170,河南,2016-11-10 00:01:06
http://www.imooc.com/video/11938,video,11938,524288,101.200.101.13,广东,2016-11-10 00:01:06
http://www.imooc.com/video/8199,video,8199,6412,106.37.127.231,江苏,2016-11-10 00:01:06
http://www.imooc.com/,,0,47971,120.197.199.74,河南,2016-11-10 00:01:06
http://www.imooc.com/code/2038,code,2038,332,110.184.240.39,江西,2016-11-10 00:01:06
http://www.imooc.com/video/3078,video,3078,395,115.193.172.253,河北,2016-11-10 00:01:06
http://www.imooc.com/qadetail/178220,qadetail,0,3933,122.234.60.39,上海,2016-11-10 00:01:06
http://www.imooc.com/video/6139,video,6139,524288,101.200.101.9,山东,2016-11-10 00:01:06
http://www.imooc.com/video/5683,video,5683,1201,58.20.14.170,河南,2016-11-10 00:01:06
http://www.imooc.com/code/2038,code,2038,3110,110.184.240.39,山东,2016-11-10 00:01:06
http://www.imooc.com/article/1167,article,1167,4468,120.27.173.217,上海,2016-11-10 00:01:06
http://www.imooc.com/video/1101,video,1101,6323,220.191.6.44,江西,2016-11-10 00:01:06
http://www.imooc.com/video/8135,video,8135,72,117.173.0.113,新疆,2016-11-10 00:01:06
http://www.imooc.com/video/11938,video,11938,524288,101.200.101.13,新疆,2016-11-10 00:01:06
http://www.imooc.com/video/12478,video,12478,54,112.5.237.224,新疆,2016-11-10 00:01:06
http://www.imooc.com/video/8199,video,8199,72,106.37.127.231,河南,2016-11-10 00:01:06
http://www.imooc.com/video/3078,video,3078,4496,115.193.172.253,上海,2016-11-10 00:01:06
http://www.imooc.com/video/6556,video,6556,54,117.164.191.130,西藏,2016-11-10 00:01:06
http://www.imooc.com/video/1816,video,1816,67,49.81.162.183,河北,2016-11-10 00:01:06
http://www.imooc.com/video/5139,video,5139,54,115.183.25.238,江西,2016-11-10 00:01:06
http://www.imooc.com/,,0,4468,123.57.117.70,山东,2016-11-10 00:01:06
http://www.imooc.com/video/3475,video,3475,54,124.64.76.206,山东,2016-11-10 00:01:06
http://www.imooc.com/,,0,10398,120.197.199.74,河南,2016-11-10 00:01:06
http://www.imooc.com/video/8652,video,8652,54,120.198.231.152,广东,2016-11-10 00:01:06
http://coding.imooc.com/lesson/71.html,,0,125,119.141.247.139,河南,2016-11-10 00:01:06
http://www.imooc.com/video/10077,video,10077,54,180.102.115.191,江苏,2016-11-10 00:01:06
http://www.imooc.com/comment/96,comment,0,4468,123.57.117.84,江西,2016-11-10 00:01:06
http://www.imooc.com/video/8135,video,8135,2614,117.173.0.113,北京,2016-11-10 00:01:06
http://www.imooc.com/code/2038,code,2038,2263,110.184.240.39,河北,2016-11-10 00:01:06
http://www.imooc.com/video/2147,video,2147,67,223.93.140.242,新疆,2016-11-10 00:01:07
http://www.imooc.com/code/74,code,74,54,120.198.231.152,河南,2016-11-10 00:01:07
http://www.imooc.com/code/52,code,52,67,117.174.26.179,山东,2016-11-10 00:01:07
http://www.imooc.com/video/3078,video,3078,301,115.193.172.253,河北,2016-11-10 00:01:07
http://www.imooc.com/qadetail/60869,qadetail,0,5474,171.34.14.120,山东,2016-11-10 00:01:07
http://www.imooc.com/video/1671,video,1671,54,113.105.128.252,江西,2016-11-10 00:01:07
http://www.imooc.com/code/6070,code,6070,57,219.137.118.189,新疆,2016-11-10 00:01:07
http://www.imooc.com/code/2038,code,2038,66,110.184.240.39,江西,2016-11-10 00:01:07
http://www.imooc.com/code/3512,code,3512,54,14.23.118.66,上海,2016-11-10 00:01:07
http://www.imooc.com/,,0,6365,120.197.199.74,江西,2016-11-10 00:01:07
http://www.imooc.com/video/8135,video,8135,6784,117.173.0.113,河南,2016-11-10 00:01:07
http://www.imooc.com/code/2038,code,2038,19788,110.184.240.39,新疆,2016-11-10 00:01:07
http://www.imooc.com/qadetail/60869,qadetail,0,1625,171.34.14.120,上海,2016-11-10 00:01:07
http://coding.imooc.com/lesson/51.html,,0,0,101.200.101.218,江苏,2016-11-10 00:01:07
http://www.imooc.com/code/6365,code,6365,87,120.198.231.152,新疆,2016-11-10 00:01:07
http://www.imooc.com/video/8864,video,8864,54,42.243.125.117,山东,2016-11-10 00:01:07
http://www.imooc.com/u/3854911/courses?page=4,u,0,8506,221.204.196.78,上海,2016-11-10 00:01:07
http://www.imooc.com/code/2038,code,2038,332,110.184.240.39,江苏,2016-11-10 00:01:07
http://www.imooc.com/code/2096,code,2096,54,120.236.154.194,河南,2016-11-10 00:01:07
http://www.imooc.com/,,0,50327,120.197.199.74,上海,2016-11-10 00:01:07
http://www.imooc.com/qadetail/60869,qadetail,0,16756,171.34.14.120,西藏,2016-11-10 00:01:07
http://www.imooc.com/qadetail/60869,qadetail,0,6365,171.34.14.120,江西,2016-11-10 00:01:07
http://www.imooc.com/video/8135,video,8135,572,117.173.0.113,河南,2016-11-10 00:01:07
http://www.imooc.com/code/2038,code,2038,1482,110.184.240.39,北京,2016-11-10 00:01:07
http://www.imooc.com/code/6070,code,6070,142,219.137.118.189,河南,2016-11-10 00:01:07
http://www.imooc.com/code/1274,code,1274,54,120.210.190.167,新疆,2016-11-10 00:01:07
http://www.imooc.com/comment/96,comment,0,2950,58.19.44.221,西藏,2016-11-10 00:01:07
http://www.imooc.com/video/8199,video,8199,6412,106.37.127.231,河北,2016-11-10 00:01:07
http://www.imooc.com/video/8671,video,8671,54,112.87.108.52,河北,2016-11-10 00:01:07
http://www.imooc.com/code/10181,code,10181,67,116.231.219.242,广东,2016-11-10 00:01:07
http://www.imooc.com/comment/96,comment,0,5400,58.19.44.221,西藏,2016-11-10 00:01:07
http://www.imooc.com/code/6060,code,6060,54,125.119.96.238,西藏,2016-11-10 00:01:07
http://www.imooc.com/qadetail/60869,qadetail,0,2317,171.34.14.120,广东,2016-11-10 00:01:07
http://www.imooc.com/qadetail/60869,qadetail,0,14531,171.34.14.120,西藏,2016-11-10 00:01:07
http://www.imooc.com/qadetail/60869,qadetail,0,260662,171.34.14.120,北京,2016-11-10 00:01:07
http://www.imooc.com/video/3096,video,3096,54,120.85.202.68,上海,2016-11-10 00:01:07
http://www.imooc.com/code/6365,code,6365,3351,120.198.231.152,江苏,2016-11-10 00:01:07
http://www.imooc.com/video/3078,video,3078,6589,115.193.172.253,山东,2016-11-10 00:01:07
http://www.imooc.com/video/8135,video,8135,72,117.173.0.113,北京,2016-11-10 00:01:07
http://www.imooc.com/code/2916,code,2916,54,117.143.187.234,广东,2016-11-10 00:01:07
http://www.imooc.com/code/2038,code,2038,72,110.184.240.39,江苏,2016-11-10 00:01:07
http://coding.imooc.com/wap/classindex/cid/71?app=1,,0,7244,111.194.210.161,江苏,2016-11-10 00:01:07
